,name,speed,throttle,steer,pos_x,pos_y,pos_z,brake,reverse,hand_brake,collision_vehicles,collision_pedestrians,collision_other,intersection_offroad,intersection_otherlane
0,image_00000,1.6426931779278675e-06,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00001,1.1824487700096142e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00002,0.0,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00003,8.931053798733046e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00004,-3.980380824941676e-06,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00005,-1.0652161108737346e-06,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954284667969,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00006,1.8552613028077758e-06,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00007,1.2268569093976112e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00008,3.3464857551734895e-08,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00009,3.886861179580592e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00010,4.03680729732514e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00011,1.3777921026303375e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
0,image_00012,6.383905883922125e-07,0.0,2.6157924821745837e-06,119.47004699707031,129.75033569335938,38.10954666137695,0.0,False,False,0.0,0.0,0.0,0.0,0.0
